web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,data6,data7,data8,image
"1781563555-689","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=13","","","","","","","","",""
"1781563555-690","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=13","","","","","","","","",""
"1781563555-691","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=13","","","","","","","","",""
"1781563555-692","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=13","","","","","","","","",""
"1781563555-693","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=13","","","","","","","","",""
"1781563555-694","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=13","","","","","","","","",""
"1781563559-695","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","Categoria","","",""
"1781563559-696","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","Subcategoria","","",""
"1781563559-697","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","Condição","Mostrar tudo","","","",""
"1781563559-698","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-699","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-700","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","Casas de Banho","Mostrar tudo","","","",""
"1781563559-701","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","Tipologia","Mostrar tudo","","","",""
"1781563559-702","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","Certificado Energético","Mostrar tudo","","","",""
"1781563559-703","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","Mobilado","Mostrar tudo","","","",""
"1781563559-704","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-705","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T6 Vista Rio em Zona Nobre do Barreiro","410.000 €","Barreiro E Lavradio - Hoje às 15:53","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/ub5o0jcx65vq2-PT/image;s=510x383;q=50"
"1781563559-706","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T2 para venda","310.000 €","São Felix da Marinha - Hoje às 22:30","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/syg8ok70iljl2-PT/image;s=535x359;q=50"
"1781563559-707","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T2 para venda","350.000 €","Costa Da Caparica - 14 de junho de 2026","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/s5wnb6imv3sw1-PT/image;s=538x359;q=50"
"1781563559-708","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-709","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamentos T1 - Valadares","264.500 €","Madalena - Hoje às 16:07","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/tyedqeyurbak1-PT/image;s=510x383;q=50"
"1781563559-710","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T2 - # 132 P1 - 10m x 4m - Casa Móvel Mobile Home Casa Madeira Bungalow","30.000 €","Póvoa De Varzim, Beiriz E Argivai - Hoje às 12:35","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/01lvngobixyk2-PT/image;s=510x680;q=50"
"1781563559-711","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T1 Office Renovado em Santa Marinha (Devesas)","248.500 €","Mafamude E Vilar Do Paraíso - Hoje às 11:13","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-712","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-713","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T2, 2027 | Empreendimento Residencial Ponte da Pedra | Gue","330.000 €","Cidade Da Maia - Hoje às 11:56","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-714","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-715","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-716","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T2 120m2 3wc - 2 suites","475.000 €","Montijo E Afonsoeiro - Hoje às 16:21","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-717","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T2 para venda","250.000 €","Santa Clara E Castelo Viegas - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-718","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T3 em Vila Nova de Cerveira e Lovelhe de 244 m2","495.000 €","Vila Nova De Cerveira E Lovelhe - Hoje às 19:42","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-719","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T3 em Condomínio Fechado com Piscina e Box","449.900 €","Milharado - Hoje às 19:08","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-720","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T2+1 no centro da Cruz de Pau - Rua 25 de Abril","319.000 €","Amora - Hoje às 14:40","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-721","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","A navegar por uma compra ou venda? Saiba tudo o que precisa sobre o Contrato de Promessa de Compra e Venda.","","",""
"1781563559-722","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T3, Senhora da Hora, Matosinhos","315.000 €","São Mamede De Infesta E Senhora Da Hora - Hoje às 09:34","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-723","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T2 para venda","445.000 €","Benfica - Hoje às 15:15","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-724","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T3 Renovado em Aver-o-mar","385.000 €","Aver-O-Mar, Amorim E Terroso - Hoje às 14:57","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-725","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-726","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T1 | Praia do Pedrogão, Leiria","200.000 €","Coimbrão - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-727","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T3 Com Garagem | Urbanização Ar E Sol - Coimbra","255.000 €","Eiras E São Paulo De Frades - Hoje às 12:22","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-728","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T1 em Avanca de 61,00 m2","180.000 €","Avanca - Hoje às 16:16","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-729","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T2 cozinha equipada | remodelado | Cruz de Pau, Seixal","240.000 €","Amora - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-730","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T2 Totalmente Remodelado Junto Hospital da Cruz Vermelha","425.000 €","São Domingos de Benfica - Hoje às 18:31","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-731","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T1 Novo de Luxo com Varanda e Garagem | Haven Terrazza  Valbom","250.000 €","Gondomar (São Cosme), Valbom E Jovim - Hoje às 10:40","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-732","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento t1 à venda na Rua Óscar da Silva","342.450 €","Perafita, Lavra E Santa Cruz Do Bispo - Hoje às 18:40","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-733","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T1 na praia de Canidelo!!!","300.000 €","Canidelo - Hoje às 16:25","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-734","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T3 - Santa Maria da Feira","475.000 €","Santa Maria Da Feira, Travanca, Sanfins E Espargo - Hoje às 11:41","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-735","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T2 com garagem em Esposende","250.000 €","Esposende, Marinhas E Gandra - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-736","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T2 Renovado no centro do Porto – Acesso direto a pátio + arrumo com lu","325.000 €","Bonfim - Hoje às 16:16","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-737","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T3 para venda","295.000 €","Macieira da Maia - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-738","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T3 Mobilado e Equipado em Real, Braga","425.000 €","Real, Dume E Semelhe - Hoje às 23:30","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-739","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T1","268.000 €","Santo António dos Olivais - Hoje às 16:16","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-740","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T1 para venda","270.000 €","Bonfim - Hoje às 17:16","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-741","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T3  Gondomar Fânzeres","300.000 €","Fânzeres E São Pedro Da Cova - Hoje às 16:00","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-742","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T3 junto ao Bairro do Peixe Frito em Setúbal","249.500 €","São Sebastião - Hoje às 16:31","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-743","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T2 RECENTE com GARAGEM 40 m2 e arrecadação individual no Casal do M...","345.000 €","Seixal, Arrentela E Aldeia De Paio Pires - Hoje às 20:47","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-744","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T3 Mobilado de Excelência na Póvoa de Varzim - Empreend...","435.000 €","Póvoa De Varzim, Beiriz E Argivai - Hoje às 12:02","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-745","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Exclusivo T2 com Vista Panorâmica de Excelência | Massamá Norte","495.000 €","Queluz E Belas - Hoje às 18:02","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-746","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Prédio na Baixa de Coimbra com 3 T1´s","295.000 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - Hoje às 18:01","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-747","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T2 com terraço, no Parque Sinçães","270.000 €","Vila Nova De Famalicão E Calendário - Hoje às 16:46","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-748","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Apartamento T2 Venda em Vila do Conde,Vila do Conde","415.000 €","Vila do Conde - Hoje às 20:20","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-749","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","T2+2 na Damaia de Cima | 70m² + 26m² de Aproveitamento de Sótão","300.000 €","Águas Livres - Hoje às 14:11","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-750","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","Prédio - Baixa de Coimbra - Coimbra/Venda","385.000 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563559-751","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-752","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-753","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-754","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-755","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563559-756","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=12","","","","","","","","",""
"1781563563-757","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","","","Categoria","","",""
"1781563563-758","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","","","Subcategoria","","",""
"1781563563-759","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","Condição","Mostrar tudo","","","",""
"1781563563-760","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","","","","","",""
"1781563563-761","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","","","","","",""
"1781563563-762","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","Casas de Banho","Mostrar tudo","","","",""
"1781563563-763","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","Tipologia","Mostrar tudo","","","",""
"1781563563-764","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","Certificado Energético","Mostrar tudo","","","",""
"1781563563-765","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","Mobilado","Mostrar tudo","","","",""
"1781563563-766","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","","","","","",""
"1781563563-767","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","Prédio Habitacional na Afurada (RIo Douro)","350.000 €","Santa Marinha E São Pedro Da Afurada - Hoje às 18:31","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/c6l0epa6u2q9-PT/image;s=510x383;q=50"
"1781563563-768","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","Viva no coração de Armação de Pêra com todo o conforto que merece!","440.000 €","Armação De Pera - Hoje às 11:05","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/3je7l28mof9h3-PT/image;s=538x359;q=50"
"1781563563-769","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","T2 com cozinha separada na Baixa da Banheira","198.000 €","Baixa Da Banheira E Vale Da Amoreira - Hoje às 18:31","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/wof4s0aarlqc3-PT/image;s=510x680;q=50"
"1781563563-770","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","","","","","",""
"1781563563-771","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","T4+1 Duplex com Terraço e Garagem Box para 2 Carros em Gaia","374.900 €","Mafamude E Vilar Do Paraíso - Hoje às 18:31","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/toh7zlv1w4262-PT/image;s=540x359;q=50"
"1781563563-772","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","Apartamento T1 com Varanda e Dois Lugares de Garagem","295.000 €","Gondomar (São Cosme), Valbom E Jovim - Hoje às 15:01","","","","","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/gcb3mseei8z42-PT/image;s=538x359;q=50"
"1781563563-773","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","Excelente T1, 2 WC (1 Suíte), ao pé Metro Candal, NOVO entrega Set/26","296.000 €","Santa Marinha E São Pedro Da Afurada - Hoje às 12:16","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563563-774","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","","","","","",""
"1781563563-775","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","Excelente T2 com garagem box e Jardim Privativo- Canelas","269.000 €","Canelas - Hoje às 18:46","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563563-776","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","","","","","",""
"1781563563-777","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","","","","","","","","",""
"1781563563-778","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","T2 remodelado com varandas e dois Wcs - Cavaleira - Mem Martins","349.900 €","Algueirão-Mem Martins - 14 de junho de 2026","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563563-779","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","Apartamento T0","285.000 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 16:31","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563563-780","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-venda/?page=10","Apartamento T1 | NOVO | Edifício - CASTRO LIVING | Condomínio fecha...","264.500 €","Madalena - Hoje às 10:58","","","","","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
